"Statistic","Year","Age Group","Sex","UNIT","VALUE"
"Population Estimates (Persons in April)","1996","20 - 24 years","Male","Thousand","149.1"
"Population Estimates (Persons in April)","1996","20 - 24 years","Female","Thousand","144.2"
"Population Estimates (Persons in April)","1996","25 - 29 years","Both sexes","Thousand","259"
"Population Estimates (Persons in April)","1996","25 - 29 years","Male","Thousand","129.4"
"Population Estimates (Persons in April)","1996","25 - 29 years","Female","Thousand","129.7"
"Population Estimates (Persons in April)","1996","25 - 44 years","Both sexes","Thousand","1016.1"
"Population Estimates (Persons in April)","1996","25 - 44 years","Male","Thousand","503.3"
"Population Estimates (Persons in April)","1996","25 - 44 years","Female","Thousand","512.8"
"Population Estimates (Persons in April)","1996","30 - 34 years","Both sexes","Thousand","260.9"
"Population Estimates (Persons in April)","1996","30 - 34 years","Male","Thousand","127.7"
"Population Estimates (Persons in April)","1996","30 - 34 years","Female","Thousand","133.2"
"Population Estimates (Persons in April)","1996","35 - 39 years","Both sexes","Thousand","255.7"
"Population Estimates (Persons in April)","1996","35 - 39 years","Male","Thousand","126.1"
"Population Estimates (Persons in April)","1996","35 - 39 years","Female","Thousand","129.5"
"Population Estimates (Persons in April)","1996","40 - 44 years","Both sexes","Thousand","240.4"
"Population Estimates (Persons in April)","1996","40 - 44 years","Male","Thousand","120.1"
"Population Estimates (Persons in April)","1996","40 - 44 years","Female","Thousand","120.4"
"Population Estimates (Persons in April)","1996","45 - 49 years","Both sexes","Thousand","225.4"
"Population Estimates (Persons in April)","1996","45 - 49 years","Male","Thousand","113.8"
"Population Estimates (Persons in April)","1996","45 - 49 years","Female","Thousand","111.6"
"Population Estimates (Persons in April)","1996","45 - 64 years","Both sexes","Thousand","703.8"
"Population Estimates (Persons in April)","1996","45 - 64 years","Male","Thousand","355.1"
"Population Estimates (Persons in April)","1996","45 - 64 years","Female","Thousand","348.7"
"Population Estimates (Persons in April)","1996","50 - 54 years","Both sexes","Thousand","186.6"
"Population Estimates (Persons in April)","1996","50 - 54 years","Male","Thousand","94.8"
"Population Estimates (Persons in April)","1996","50 - 54 years","Female","Thousand","91.8"
"Population Estimates (Persons in April)","1996","55 - 59 years","Both sexes","Thousand","153.8"
"Population Estimates (Persons in April)","1996","55 - 59 years","Male","Thousand","77.8"
"Population Estimates (Persons in April)","1996","55 - 59 years","Female","Thousand","76"
"Population Estimates (Persons in April)","1996","60 - 64 years","Both sexes","Thousand","137.9"
"Population Estimates (Persons in April)","1996","60 - 64 years","Male","Thousand","68.7"
"Population Estimates (Persons in April)","1996","60 - 64 years","Female","Thousand","69.3"
"Population Estimates (Persons in April)","1996","65 - 69 years","Both sexes","Thousand","126.8"
"Population Estimates (Persons in April)","1996","65 - 69 years","Male","Thousand","60.3"
"Population Estimates (Persons in April)","1996","65 - 69 years","Female","Thousand","66.6"
"Population Estimates (Persons in April)","1996","65 years and over","Both sexes","Thousand","413.9"
"Population Estimates (Persons in April)","1996","65 years and over","Male","Thousand","177.3"
"Population Estimates (Persons in April)","1996","65 years and over","Female","Thousand","236.6"
"Population Estimates (Persons in April)","1996","70 - 74 years","Both sexes","Thousand","112.5"
"Population Estimates (Persons in April)","1996","70 - 74 years","Male","Thousand","50.1"
"Population Estimates (Persons in April)","1996","70 - 74 years","Female","Thousand","62.4"
"Population Estimates (Persons in April)","1996","75 - 79 years","Both sexes","Thousand","84.1"
"Population Estimates (Persons in April)","1996","75 - 79 years","Male","Thousand","35.2"
"Population Estimates (Persons in April)","1996","75 - 79 years","Female","Thousand","48.9"
"Population Estimates (Persons in April)","1996","80 - 84 years","Both sexes","Thousand","55.8"
"Population Estimates (Persons in April)","1996","80 - 84 years","Male","Thousand","21.1"
"Population Estimates (Persons in April)","1996","80 - 84 years","Female","Thousand","34.7"
"Population Estimates (Persons in April)","1996","85 years and over","Both sexes","Thousand","34.7"
"Population Estimates (Persons in April)","1996","85 years and over","Male","Thousand","10.6"
"Population Estimates (Persons in April)","1996","85 years and over","Female","Thousand","24.1"
"Population Estimates (Persons in April)","1996","All ages","Both sexes","Thousand","3626.1"
"Population Estimates (Persons in April)","1996","All ages","Male","Thousand","1800.2"
"Population Estimates (Persons in April)","1996","All ages","Female","Thousand","1825.9"
"Population Estimates (Persons in April)","1997","Under 1 year","Both sexes","Thousand","50.5"
"Population Estimates (Persons in April)","1997","Under 1 year","Male","Thousand","26.1"
"Population Estimates (Persons in April)","1997","Under 1 year","Female","Thousand","24.4"
"Population Estimates (Persons in April)","1997","0 - 4 years","Both sexes","Thousand","250"
"Population Estimates (Persons in April)","1997","0 - 4 years","Male","Thousand","128.7"
"Population Estimates (Persons in April)","1997","0 - 4 years","Female","Thousand","121.3"
"Population Estimates (Persons in April)","1997","0 - 14 years","Both sexes","Thousand","846"
"Population Estimates (Persons in April)","1997","0 - 14 years","Male","Thousand","434.4"
"Population Estimates (Persons in April)","1997","0 - 14 years","Female","Thousand","411.5"
"Population Estimates (Persons in April)","1997","1 - 4 years","Both sexes","Thousand","199.5"
"Population Estimates (Persons in April)","1997","1 - 4 years","Male","Thousand","102.6"
"Population Estimates (Persons in April)","1997","1 - 4 years","Female","Thousand","96.9"
"Population Estimates (Persons in April)","1997","5 - 9 years","Both sexes","Thousand","277.9"
"Population Estimates (Persons in April)","1997","5 - 9 years","Male","Thousand","142.2"
"Population Estimates (Persons in April)","1997","5 - 9 years","Female","Thousand","135.7"
"Population Estimates (Persons in April)","1997","10 - 14 years","Both sexes","Thousand","318"
"Population Estimates (Persons in April)","1997","10 - 14 years","Male","Thousand","163.5"
"Population Estimates (Persons in April)","1997","10 - 14 years","Female","Thousand","154.5"
"Population Estimates (Persons in April)","1997","15 - 19 years","Both sexes","Thousand","343.7"
"Population Estimates (Persons in April)","1997","15 - 19 years","Male","Thousand","176.2"
"Population Estimates (Persons in April)","1997","15 - 19 years","Female","Thousand","167.6"
"Population Estimates (Persons in April)","1997","15 - 24 years","Both sexes","Thousand","640.9"
"Population Estimates (Persons in April)","1997","15 - 24 years","Male","Thousand","327.5"
"Population Estimates (Persons in April)","1997","15 - 24 years","Female","Thousand","313.4"
"Population Estimates (Persons in April)","1997","15 years and over","Both sexes","Thousand","2818.3"
"Population Estimates (Persons in April)","1997","15 years and over","Male","Thousand","1384.9"
"Population Estimates (Persons in April)","1997","15 years and over","Female","Thousand","1433.4"
"Population Estimates (Persons in April)","1997","20 - 24 years","Both sexes","Thousand","297.2"
"Population Estimates (Persons in April)","1997","20 - 24 years","Male","Thousand","151.3"
"Population Estimates (Persons in April)","1997","20 - 24 years","Female","Thousand","145.9"
"Population Estimates (Persons in April)","1997","25 - 29 years","Both sexes","Thousand","264.4"
"Population Estimates (Persons in April)","1997","25 - 29 years","Male","Thousand","132"
"Population Estimates (Persons in April)","1997","25 - 29 years","Female","Thousand","132.5"
"Population Estimates (Persons in April)","1997","25 - 44 years","Both sexes","Thousand","1037.6"
"Population Estimates (Persons in April)","1997","25 - 44 years","Male","Thousand","513.9"
"Population Estimates (Persons in April)","1997","25 - 44 years","Female","Thousand","523.7"
"Population Estimates (Persons in April)","1997","30 - 34 years","Both sexes","Thousand","265.1"
"Population Estimates (Persons in April)","1997","30 - 34 years","Male","Thousand","129.9"
"Population Estimates (Persons in April)","1997","30 - 34 years","Female","Thousand","135.2"
"Population Estimates (Persons in April)","1997","35 - 39 years","Both sexes","Thousand","260.7"
"Population Estimates (Persons in April)","1997","35 - 39 years","Male","Thousand","128.7"
"Population Estimates (Persons in April)","1997","35 - 39 years","Female","Thousand","132"
"Population Estimates (Persons in April)","1997","40 - 44 years","Both sexes","Thousand","247.4"
"Population Estimates (Persons in April)","1997","40 - 44 years","Male","Thousand","123.3"
"Population Estimates (Persons in April)","1997","40 - 44 years","Female","Thousand","124"
"Population Estimates (Persons in April)","1997","45 - 49 years","Both sexes","Thousand","228.2"
"Population Estimates (Persons in April)","1997","45 - 49 years","Male","Thousand","114.8"
"Population Estimates (Persons in April)","1997","45 - 49 years","Female","Thousand","113.4"
"Population Estimates (Persons in April)","1997","45 - 64 years","Both sexes","Thousand","723.6"
"Population Estimates (Persons in April)","1997","45 - 64 years","Male","Thousand","365"
"Population Estimates (Persons in April)","1997","45 - 64 years","Female","Thousand","358.6"
"Population Estimates (Persons in April)","1997","50 - 54 years","Both sexes","Thousand","198.3"
"Population Estimates (Persons in April)","1997","50 - 54 years","Male","Thousand","100.8"
"Population Estimates (Persons in April)","1997","50 - 54 years","Female","Thousand","97.6"
"Population Estimates (Persons in April)","1997","55 - 59 years","Both sexes","Thousand","156.1"
"Population Estimates (Persons in April)","1997","55 - 59 years","Male","Thousand","79.2"
"Population Estimates (Persons in April)","1997","55 - 59 years","Female","Thousand","76.9"
"Population Estimates (Persons in April)","1997","60 - 64 years","Both sexes","Thousand","140.9"
"Population Estimates (Persons in April)","1997","60 - 64 years","Male","Thousand","70.2"
"Population Estimates (Persons in April)","1997","60 - 64 years","Female","Thousand","70.8"
"Population Estimates (Persons in April)","1997","65 - 69 years","Both sexes","Thousand","126.7"
"Population Estimates (Persons in April)","1997","65 - 69 years","Male","Thousand","60.9"
"Population Estimates (Persons in April)","1997","65 - 69 years","Female","Thousand","65.9"
"Population Estimates (Persons in April)","1997","65 years and over","Both sexes","Thousand","416.3"
"Population Estimates (Persons in April)","1997","65 years and over","Male","Thousand","178.6"
"Population Estimates (Persons in April)","1997","65 years and over","Female","Thousand","237.7"
"Population Estimates (Persons in April)","1997","70 - 74 years","Both sexes","Thousand","112.8"
"Population Estimates (Persons in April)","1997","70 - 74 years","Male","Thousand","50.2"
"Population Estimates (Persons in April)","1997","70 - 74 years","Female","Thousand","62.6"
"Population Estimates (Persons in April)","1997","75 - 79 years","Both sexes","Thousand","85"
"Population Estimates (Persons in April)","1997","75 - 79 years","Male","Thousand","35.6"
"Population Estimates (Persons in April)","1997","75 - 79 years","Female","Thousand","49.4"
"Population Estimates (Persons in April)","1997","80 - 84 years","Both sexes","Thousand","55.8"
"Population Estimates (Persons in April)","1997","80 - 84 years","Male","Thousand","20.9"
"Population Estimates (Persons in April)","1997","80 - 84 years","Female","Thousand","34.9"
"Population Estimates (Persons in April)","1997","85 years and over","Both sexes","Thousand","35.8"
"Population Estimates (Persons in April)","1997","85 years and over","Male","Thousand","11"
